Acquired on 3/17/2019 at 11:55:21
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.538331
Filter Resolution Bandwidth (pm):  9.680021
Convolved Resolution Bandwidth (pm):  9.801493

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)
   1.52524536E+003	1.96553595E+005	-3.16833507E+001
   1.52524660E+003	1.96553435E+005	-3.15991123E+001
   1.52524784E+003	1.96553275E+005	-3.15268698E+001
   1.52524908E+003	1.96553115E+005	-3.15295842E+001
   1.52525032E+003	1.96552956E+005	-3.15635364E+001
   1.52525156E+003	1.96552796E+005	-3.15460525E+001
   1.52525280E+003	1.96552636E+005	-3.14874916E+001
   1.52525403E+003	1.96552477E+005	-3.14669496E+001
   1.52525527E+003	1.96552317E+005	-3.14984107E+001
   1.52525651E+003	1.96552157E+005	-3.15144779E+001
   1.52525775E+003	1.96551998E+005	-3.14865978E+001
   1.52525899E+003	1.96551838E+005	-3.14765336E+001
   1.52526023E+003	1.96551678E+005	-3.15274085E+001
   1.52526147E+003	1.96551518E+005	-3.15753933E+001
   1.52526271E+003	1.96551359E+005	-3.15363592E+001
   1.52526395E+003	1.96551199E+005	-3.14380527E+001
   1.52526519E+003	1.96551039E+005	-3.13845762E+001
   1.52526643E+003	1.96550880E+005	-3.14153506E+001
   1.52526767E+003	1.96550720E+005	-3.14649901E+001
   1.52526891E+003	1.96550560E+005	-3.14654236E+001
   1.52527014E+003	1.96550401E+005	-3.14409264E+001
   1.52527138E+003	1.96550241E+005	-3.14537467E+001
   1.52527262E+003	1.96550081E+005	-3.14936060E+001
   1.52527386E+003	1.96549922E+005	-3.14951727E+001
   1.52527510E+003	1.96549762E+005	-3.14530412E+001
   1.52527634E+003	1.96549602E+005	-3.14371043E+001
   1.52527758E+003	1.96549442E+005	-3.14797947E+001
   1.52527882E+003	1.96549283E+005	-3.15209403E+001
   1.52528006E+003	1.96549123E+005	-3.14985117E+001
   1.52528130E+003	1.96548963E+005	-3.14418063E+001
   1.52528254E+003	1.96548804E+005	-3.14198624E+001
   1.52528378E+003	1.96548644E+005	-3.14379962E+001
   1.52528502E+003	1.96548484E+005	-3.14456364E+001
   1.52528626E+003	1.96548325E+005	-3.14308654E+001
   1.52528749E+003	1.96548165E+005	-3.14419601E+001
   1.52528873E+003	1.96548005E+005	-3.15006681E+001
   1.52528997E+003	1.96547845E+005	-3.15539183E+001
   1.52529121E+003	1.96547686E+005	-3.15460205E+001
   1.52529245E+003	1.96547526E+005	-3.15008056E+001
   1.52529369E+003	1.96547366E+005	-3.14826869E+001
   1.52529493E+003	1.96547207E+005	-3.14970125E+001
   1.52529617E+003	1.96547047E+005	-3.14874734E+001
   1.52529741E+003	1.96546887E+005	-3.14362746E+001
   1.52529865E+003	1.96546728E+005	-3.14006176E+001
   1.52529989E+003	1.96546568E+005	-3.14205303E+001
   1.52530113E+003	1.96546408E+005	-3.14515603E+001
   1.52530237E+003	1.96546248E+005	-3.14327858E+001
   1.52530361E+003	1.96546089E+005	-3.13828108E+001
   1.52530485E+003	1.96545929E+005	-3.13698101E+001
   1.52530608E+003	1.96545769E+005	-3.14099363E+001
   1.52530732E+003	1.96545610E+005	-3.14564033E+001
   1.52530856E+003	1.96545450E+005	-3.14842346E+001
   1.52530980E+003	1.96545290E+005	-3.15216329E+001
   1.52531104E+003	1.96545131E+005	-3.15769297E+001
   1.52531228E+003	1.96544971E+005	-3.15994073E+001
   1.52531352E+003	1.96544811E+005	-3.15545384E+001
   1.52531476E+003	1.96544651E+005	-3.14892536E+001
   1.52531600E+003	1.96544492E+005	-3.14695999E+001
   1.52531724E+003	1.96544332E+005	-3.14869494E+001
   1.52531848E+003	1.96544172E+005	-3.14811907E+001
   1.52531972E+003	1.96544013E+005	-3.14447395E+001
   1.52532096E+003	1.96543853E+005	-3.14349015E+001
   1.52532220E+003	1.96543693E+005	-3.14771240E+001
   1.52532344E+003	1.96543534E+005	-3.15305082E+001
   1.52532468E+003	1.96543374E+005	-3.15661865E+001
   1.52532591E+003	1.96543214E+005	-3.16119607E+001
   1.52532715E+003	1.96543055E+005	-3.16852452E+001
   1.52532839E+003	1.96542895E+005	-3.17359933E+001
   1.52532963E+003	1.96542735E+005	-3.17082169E+001
   1.52533087E+003	1.96542575E+005	-3.16346197E+001
   1.52533211E+003	1.96542416E+005	-3.16056965E+001
   1.52533335E+003	1.96542256E+005	-3.16470674E+001
   1.52533459E+003	1.96542096E+005	-3.16851841E+001
   1.52533583E+003	1.96541937E+005	-3.16509725E+001
   1.52533707E+003	1.96541777E+005	-3.15699353E+001
   1.52533831E+003	1.96541617E+005	-3.15112170E+001
   1.52533955E+003	1.96541458E+005	-3.14914033E+001
   1.52534079E+003	1.96541298E+005	-3.14763897E+001
   1.52534203E+003	1.96541138E+005	-3.14568273E+001
   1.52534327E+003	1.96540978E+005	-3.14677428E+001
   1.52534451E+003	1.96540819E+005	-3.15234113E+001
   1.52534574E+003	1.96540659E+005	-3.15811506E+001
   1.52534698E+003	1.96540499E+005	-3.15998098E+001
   1.52534822E+003	1.96540340E+005	-3.16027600E+001
   1.52534946E+003	1.96540180E+005	-3.16381255E+001
   1.52535070E+003	1.96540020E+005	-3.16905648E+001
   1.52535194E+003	1.96539861E+005	-3.16887458E+001
   1.52535318E+003	1.96539701E+005	-3.16160910E+001
   1.52535442E+003	1.96539541E+005	-3.15494465E+001
   1.52535566E+003	1.96539381E+005	-3.15492453E+001
   1.52535690E+003	1.96539222E+005	-3.15730069E+001
