Acquired on 3/17/2019 at 11:41:38
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.538331
Filter Resolution Bandwidth (pm):  9.680021
Convolved Resolution Bandwidth (pm):  9.801493

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)
   1.52521686E+003	1.96557268E+005	-4.90130335E+001
   1.52521810E+003	1.96557108E+005	-4.90876244E+001
   1.52521934E+003	1.96556948E+005	-4.92287474E+001
   1.52522058E+003	1.96556789E+005	-4.93226955E+001
   1.52522181E+003	1.96556629E+005	-4.94178223E+001
   1.52522305E+003	1.96556469E+005	-4.95902779E+001
   1.52522429E+003	1.96556309E+005	-4.97844401E+001
   1.52522553E+003	1.96556150E+005	-4.98267615E+001
   1.52522677E+003	1.96555990E+005	-4.96315479E+001
   1.52522801E+003	1.96555830E+005	-4.93596811E+001
   1.52522925E+003	1.96555671E+005	-4.92521715E+001
   1.52523049E+003	1.96555511E+005	-4.93928845E+001
   1.52523173E+003	1.96555351E+005	-4.97232818E+001
   1.52523297E+003	1.96555192E+005	-5.01749899E+001
   1.52523421E+003	1.96555032E+005	-5.06543446E+001
   1.52523545E+003	1.96554872E+005	-5.09391321E+001
   1.52523668E+003	1.96554712E+005	-5.08124882E+001
   1.52523792E+003	1.96554553E+005	-5.03698252E+001
   1.52523916E+003	1.96554393E+005	-4.99477038E+001
   1.52524040E+003	1.96554233E+005	-4.97497268E+001
   1.52524164E+003	1.96554074E+005	-4.97253416E+001
   1.52524288E+003	1.96553914E+005	-4.97295099E+001
   1.52524412E+003	1.96553754E+005	-4.96481115E+001
   1.52524536E+003	1.96553595E+005	-4.93991515E+001
   1.52524660E+003	1.96553435E+005	-4.89915869E+001
   1.52524784E+003	1.96553275E+005	-4.86058758E+001
   1.52524908E+003	1.96553115E+005	-4.84915867E+001
   1.52525032E+003	1.96552956E+005	-4.87695596E+001
   1.52525156E+003	1.96552796E+005	-4.93462053E+001
   1.52525280E+003	1.96552636E+005	-4.99636838E+001
   1.52525403E+003	1.96552477E+005	-5.03341227E+001
   1.52525527E+003	1.96552317E+005	-5.03346449E+001
   1.52525651E+003	1.96552157E+005	-5.00952244E+001
   1.52525775E+003	1.96551998E+005	-4.98378168E+001
   1.52525899E+003	1.96551838E+005	-4.97206377E+001
   1.52526023E+003	1.96551678E+005	-4.98400021E+001
   1.52526147E+003	1.96551518E+005	-5.02067621E+001
   1.52526271E+003	1.96551359E+005	-5.06617715E+001
   1.52526395E+003	1.96551199E+005	-5.09364209E+001
   1.52526519E+003	1.96551039E+005	-5.08993865E+001
   1.52526643E+003	1.96550880E+005	-5.06620760E+001
   1.52526767E+003	1.96550720E+005	-5.04046080E+001
   1.52526891E+003	1.96550560E+005	-5.02487132E+001
   1.52527014E+003	1.96550401E+005	-5.02833412E+001
   1.52527138E+003	1.96550241E+005	-5.05260493E+001
   1.52527262E+003	1.96550081E+005	-5.08275209E+001
   1.52527386E+003	1.96549922E+005	-5.09855698E+001
   1.52527510E+003	1.96549762E+005	-5.09982793E+001
   1.52527634E+003	1.96549602E+005	-5.09981150E+001
   1.52527758E+003	1.96549442E+005	-5.09812561E+001
   1.52527882E+003	1.96549283E+005	-5.08452554E+001
   1.52528006E+003	1.96549123E+005	-5.06390123E+001
   1.52528130E+003	1.96548963E+005	-5.05484586E+001
   1.52528254E+003	1.96548804E+005	-5.06371710E+001
   1.52528378E+003	1.96548644E+005	-5.07517900E+001
   1.52528502E+003	1.96548484E+005	-5.07118893E+001
   1.52528626E+003	1.96548325E+005	-5.05088495E+001
   1.52528749E+003	1.96548165E+005	-5.02517934E+001
   1.52528873E+003	1.96548005E+005	-5.00248174E+001
   1.52528997E+003	1.96547845E+005	-4.98688430E+001
   1.52529121E+003	1.96547686E+005	-4.97963892E+001
   1.52529245E+003	1.96547526E+005	-4.97644366E+001
   1.52529369E+003	1.96547366E+005	-4.96996871E+001
   1.52529493E+003	1.96547207E+005	-4.95771438E+001
   1.52529617E+003	1.96547047E+005	-4.94504552E+001
   1.52529741E+003	1.96546887E+005	-4.94196059E+001
   1.52529865E+003	1.96546728E+005	-4.95708807E+001
   1.52529989E+003	1.96546568E+005	-4.99236311E+001
   1.52530113E+003	1.96546408E+005	-5.04144666E+001
   1.52530237E+003	1.96546248E+005	-5.09227132E+001
   1.52530361E+003	1.96546089E+005	-5.13219333E+001
   1.52530485E+003	1.96545929E+005	-5.15233831E+001
   1.52530608E+003	1.96545769E+005	-5.14910810E+001
   1.52530732E+003	1.96545610E+005	-5.12591570E+001
   1.52530856E+003	1.96545450E+005	-5.09590147E+001
