Acquired on 3/17/2019 at 11:44:41
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.538331
Filter Resolution Bandwidth (pm):  9.680021
Convolved Resolution Bandwidth (pm):  9.801493

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)
   1.52526643E+003	1.96550880E+005	-5.05586044E+001
   1.52526767E+003	1.96550720E+005	-5.03176684E+001
   1.52526891E+003	1.96550560E+005	-4.99055606E+001
   1.52527014E+003	1.96550401E+005	-4.95656805E+001
   1.52527138E+003	1.96550241E+005	-4.95199464E+001
   1.52527262E+003	1.96550081E+005	-4.97737065E+001
   1.52527386E+003	1.96549922E+005	-5.01059197E+001
   1.52527510E+003	1.96549762E+005	-5.02108116E+001
   1.52527634E+003	1.96549602E+005	-4.99789370E+001
   1.52527758E+003	1.96549442E+005	-4.96064033E+001
   1.52527882E+003	1.96549283E+005	-4.93671628E+001
   1.52528006E+003	1.96549123E+005	-4.93832475E+001
   1.52528130E+003	1.96548963E+005	-4.95744513E+001
   1.52528254E+003	1.96548804E+005	-4.97399020E+001
   1.52528378E+003	1.96548644E+005	-4.97369240E+001
   1.52528502E+003	1.96548484E+005	-4.96069841E+001
   1.52528626E+003	1.96548325E+005	-4.94883506E+001
   1.52528749E+003	1.96548165E+005	-4.94685747E+001
   1.52528873E+003	1.96548005E+005	-4.95718079E+001
   1.52528997E+003	1.96547845E+005	-4.97701737E+001
   1.52529121E+003	1.96547686E+005	-4.99177602E+001
   1.52529245E+003	1.96547526E+005	-4.98195417E+001
   1.52529369E+003	1.96547366E+005	-4.94832981E+001
   1.52529493E+003	1.96547207E+005	-4.91403988E+001
   1.52529617E+003	1.96547047E+005	-4.90059351E+001
   1.52529741E+003	1.96546887E+005	-4.91727651E+001
   1.52529865E+003	1.96546728E+005	-4.96413943E+001
   1.52529989E+003	1.96546568E+005	-5.02838591E+001
   1.52530113E+003	1.96546408E+005	-5.07952917E+001
   1.52530237E+003	1.96546248E+005	-5.08881028E+001
   1.52530361E+003	1.96546089E+005	-5.06218288E+001
   1.52530485E+003	1.96545929E+005	-5.03185621E+001
